age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,manager_comments
64,Self-emp-not-inc,170421,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,0,0,8,United-States,<=50K,[PERSON] flagged a conflict with [PERSON]. Mediation scheduled. HR follow-up: [REDACTED_EMAIL].
27,Private,242207,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,PIP opened [DATE]. Coaching assigned to Mrs. [PERSON] ([REDACTED_EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON].
43,Federal-gov,192712,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-93477.
48,Self-emp-not-inc,107231,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-29351.
41,Private,213019,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,38,United-States,>50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
46,Self-emp-inc,219962,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,,>50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-74295.
39,Private,205359,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
32,Private,302845,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,48,United-States,<=50K,PIP opened [DATE]. Coaching assigned to [PERSON] ([REDACTED_EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON].
46,Federal-gov,219293,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,80,United-States,>50K,PIP opened [DATE]. Coaching assigned to [PERSON] ([REDACTED_EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON].
31,Private,339482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K,"[PERSON] on extended leave since [DATE]. Backfill discussed with [PERSON], [REDACTED_PHONE]."
31,Federal-gov,207301,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,"[PERSON] on extended leave since [DATE]. [PERSON] discussed with Dr. [PERSON], [REDACTED_PHONE]."
32,Private,43403,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,1590,54,United-States,<=50K,[PERSON] flagged a conflict with [PERSON]. Mediation scheduled. HR follow-up: [REDACTED_EMAIL].
43,Private,334991,Some-college,10,Separated,Transport-moving,Unmarried,White,Male,4934,0,51,United-States,>50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-83209.
30,Private,78980,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,[PERSON] flagged a conflict with [PERSON]. Mediation scheduled. HR follow-up: [REDACTED_EMAIL].
20,,210781,Some-college,10,Never-married,,Own-child,White,Female,0,0,10,United-States,<=50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket HR-14595.
32,Private,193042,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,>50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket HR-05752.
43,Private,233130,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-06016.
23,Private,297152,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,25,United-States,<=50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-70515.
40,Local-gov,289403,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1887,40,,>50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket [PERSON].
18,Private,170544,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,"Annual review for [PERSON]: solid contributor, no concern. Manager: [PERSON], contact [REDACTED_EMAIL]."
17,Private,151141,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
54,Private,182187,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Black,Male,15024,0,38,Jamaica,>50K,Onboarding complete for [PERSON]. Buddy assigned: [PERSON] ([REDACTED_EMAIL]). No issues.
32,Private,200246,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-39728.
50,Self-emp-inc,304955,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by Mr. [PERSON] on [DATE].
30,Private,236861,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,45,United-States,<=50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-85434.
21,,405684,HS-grad,9,Never-married,,Other-relative,White,Male,0,0,35,Mexico,<=50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket HR-56847.
43,Private,289669,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,2547,40,United-States,>50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
51,Private,197163,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,2559,50,United-States,>50K,Onboarding complete for [PERSON]. Buddy assigned: [PERSON] ([REDACTED_EMAIL]). No issues.
54,Private,286989,Preschool,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket HR-85089.
21,Private,283969,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Mexico,<=50K,"[PERSON] on extended leave since [DATE]. Backfill discussed with [PERSON], [REDACTED_PHONE]."
46,Federal-gov,212120,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
46,Self-emp-not-inc,245724,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,"[PERSON] is a strong promotion candidate this year. Discussed with HR ([PERSON], [REDACTED_PHONE]). Budget pre-approved on account [REDACTED_IBAN]."
29,Private,263855,12th,8,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,Dr. [PERSON] flagged a conflict with [PERSON]. Mediation scheduled. HR follow-up: [REDACTED_EMAIL].
53,State-gov,246820,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,"[PERSON] on extended leave since [DATE]. Backfill discussed with [PERSON], [REDACTED_PHONE]."
44,Private,121130,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,"Annual review for Christian Douglas: solid contributor, no concern. Manager: [PERSON], contact [REDACTED_EMAIL]."
42,Private,33521,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,"Mr. [PERSON] is a strong promotion candidate this year. Discussed with HR ([PERSON], [REDACTED_PHONE]). Budget pre-approved on account [REDACTED_IBAN]."
27,Private,158156,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,42,United-States,<=50K,Mobilité demandée par [PERSON]. [PERSON] le [DATE]. Ticket HR-82612.
81,Private,98116,Bachelors,13,Widowed,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,"[PERSON] is a strong promotion candidate this year. Discussed with HR ([PERSON], [REDACTED_PHONE]). Budget pre-approved on account [REDACTED_IBAN]."
37,Private,182668,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K,"[PERSON] on extended leave since [DATE]. [PERSON] discussed with [PERSON], [REDACTED_PHONE]."
32,Private,273241,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
48,Private,440706,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,Performance below target for Rose Washington. Action plan owned by [PERSON]. Ticket HR-73957.
63,Private,28334,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket HR-18525.
33,Local-gov,194901,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,"Annual review for [PERSON]: solid contributor, no concern. Manager: [PERSON], contact [REDACTED_EMAIL]."
19,Private,170800,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K,PIP opened [DATE]. Coaching assigned to [PERSON] ([REDACTED_EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON].
48,Private,115585,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket HR-62128.
27,Self-emp-not-inc,300777,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K,Onboarding complete for [PERSON]. Buddy assigned: [PERSON] ([REDACTED_EMAIL]). No issues.
50,Federal-gov,299831,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,880,40,United-States,<=50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
45,Private,170871,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,60,United-States,>50K,"[PERSON] on extended leave since [DATE]. Backfill discussed with [PERSON], [REDACTED_PHONE]."
35,Private,82552,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,"Annual review for [PERSON]: solid contributor, no concern. Manager: [PERSON], contact [REDACTED_EMAIL]."
32,Private,176998,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,"[PERSON] on extended leave since [DATE]. [PERSON] discussed with [PERSON], [REDACTED_PHONE]."
35,Private,105803,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket HR-57589.
46,Federal-gov,33794,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,United-States,>50K,[PERSON] flagged a conflict with [PERSON]. Mediation scheduled. HR follow-up: [REDACTED_EMAIL].
36,Private,177907,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,<=50K,Behavioral concern raised by colleague [PERSON]. Manager Mr. [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-04152.
38,Private,149419,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K,[PERSON] requested a transfer. Approved by Theresa Winters. Reach them at [REDACTED_PHONE] for handover. Ticket HR-34385.
41,Private,174189,9th,5,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-27087.
51,Private,269080,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,"Annual review for [PERSON]: solid contributor, no concern. Manager: [PERSON], contact [REDACTED_EMAIL]."
41,Private,130126,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,>50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
49,Private,291783,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-98053.
20,Private,284737,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-58698.
40,Private,239708,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,Alerte [PERSON] par [PERSON]. Suivi RH : [REDACTED_EMAIL].
36,Private,398931,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,50,United-States,>50K,Onboarding complete for [PERSON]. Buddy assigned: [PERSON] ([REDACTED_EMAIL]). No issues.
44,Local-gov,83286,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,"Annual review for [PERSON]: solid contributor, no concern. Manager: [PERSON], contact [REDACTED_EMAIL]."
47,Private,138107,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,2258,40,United-States,>50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-55980.
63,Private,96299,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,45,United-States,>50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-19626.
21,Private,197387,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket [LOCATION].
62,Private,345780,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-23465.
56,Federal-gov,67153,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Portugal,>50K,"Annual review for [PERSON]: solid contributor, no concern. Manager: [PERSON], contact [REDACTED_EMAIL]."
30,Private,67187,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,0,0,8,United-States,<=50K,Onboarding complete for [PERSON]. Buddy assigned: [PERSON] ([REDACTED_EMAIL]). No issues.
40,Private,121956,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13550,0,40,Cambodia,>50K,Strong year for April Oliver. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
36,Private,188571,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,"[PERSON] on extended leave since [DATE]. Backfill discussed with [PERSON], [REDACTED_PHONE]."
48,Private,254809,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,0,1594,32,United-States,<=50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-47895.
19,Private,60661,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,52,United-States,<=50K,"[PERSON] on extended leave since [DATE]. Backfill discussed with [PERSON], [REDACTED_PHONE]."
35,Private,178948,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-93609.
48,Private,33669,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-16653.
45,Federal-gov,320818,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,80,United-States,>50K,RAS pour Célina Jourdan cette année. Manager : [PERSON].
59,Private,200700,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,48,United-States,>50K,PIP opened [DATE]. Coaching assigned to [PERSON] ([REDACTED_EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON].
43,Private,462180,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K,"Annual review for [PERSON]: solid contributor, no concern. Manager: [PERSON], contact [REDACTED_EMAIL]."
67,Self-emp-inc,112318,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-03203.
36,Private,116358,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-91986.
48,Private,237525,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,65,United-States,>50K,"[PERSON] on extended leave since [DATE]. Backfill discussed with [PERSON], [REDACTED_PHONE]."
19,,182609,HS-grad,9,Never-married,,Own-child,Black,Female,0,0,25,United-States,<=50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
58,Self-emp-inc,183870,10th,6,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
31,Self-emp-not-inc,204052,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,Performance below target for [PERSON]. Action plan owned by [PERSON]. Ticket HR-29176.
37,Private,118486,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,4934,0,32,United-States,>50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-40053.
36,Private,188069,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,[PERSON] par [PERSON]. [PERSON] le [DATE]. Ticket HR-05585.
42,Self-emp-not-inc,96524,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,Behavioral concern raised by colleague [PERSON]. Manager [PERSON] ([REDACTED_EMAIL]) to follow up by [DATE]. Reference ticket HR-53672.
23,Private,193586,Some-college,10,Separated,Farming-fishing,Other-relative,White,Female,0,0,40,United-States,<=50K,"Entretien annuel de Clémence Fernandes : bon élément. Référent : [PERSON], joignable au [REDACTED_PHONE]."
50,Self-emp-not-inc,29231,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,Strong year for [PERSON]. Bonus wired to account [REDACTED_IBAN]. Validated by [PERSON] on [DATE].
56,State-gov,274111,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1669,40,United-States,<=50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket HR-66789.
27,State-gov,249362,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3411,0,40,United-States,<=50K,[PERSON] flagged a conflict with [PERSON]. Mediation scheduled. HR follow-up: [REDACTED_EMAIL].
29,Private,207064,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket HR-61022.
42,Private,201732,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,PIP opened [DATE]. Coaching assigned to [PERSON] ([REDACTED_EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON].
24,Private,22201,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K,Onboarding complete for [PERSON]. Buddy assigned: [PERSON] ([REDACTED_EMAIL]). No issues.
30,Private,55291,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,[PERSON] requested a transfer. Approved by [PERSON]. Reach them at [REDACTED_PHONE] for handover. Ticket HR-15516.
43,Private,233130,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K,"[PERSON] on extended leave since [DATE]. [PERSON] discussed with [PERSON], [REDACTED_PHONE]."
22,State-gov,186634,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,"[PERSON] on extended leave since [DATE]. [PERSON] discussed with [PERSON], [REDACTED_PHONE]."
50,Private,128478,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K,"[PERSON] on extended leave since [DATE]. Backfill discussed with [PERSON], [REDACTED_PHONE]."
20,Private,122649,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,"[PERSON] is a strong promotion candidate this year. Discussed with HR ([PERSON], [REDACTED_PHONE]). Budget pre-approved on account [REDACTED_IBAN]."
64,Self-emp-not-inc,31826,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,"[PERSON] on extended leave since [DATE]. Backfill discussed with Crystal Miller, [REDACTED_PHONE]."
44,Private,191814,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,"Entretien annuel de Margaud Le Chevallier : bon élément. Référent : [PERSON], joignable au [REDACTED_PHONE]."
